Table with column headers in row 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2012 Poverty and Median Household Income Estimates - Counties, States, and National                             Source:  U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program      Release date:  December 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Under Age 18",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Ages 0-4",90% CI Lower Bound,90% CI Upper Bound
42,011,PA,Berks County,"57,195","52,594","61,796",14.2,13.1,15.3,"20,889","18,886","22,892",22.0,19.9,24.1,"14,802","13,401","16,203",21.2,19.2,23.2,"52,058","50,308","53,808",.,.,.,.,.,.
42,013,PA,Blair County,"16,844","14,444","19,244",13.6,11.7,15.5,"5,327","4,374","6,280",20.4,16.8,24.0,"3,583","2,884","4,282",19.0,15.3,22.7,"41,154","39,611","42,697",.,.,.,.,.,.
42,015,PA,Bradford County,"9,356","8,084","10,628",15.1,13.0,17.2,"2,838","2,344","3,332",20.7,17.1,24.3,"1,767","1,406","2,128",17.7,14.1,21.3,"47,475","44,702","50,248",.,.,.,.,.,.
42,017,PA,Bucks County,"35,979","30,879","41,079",5.8,5.0,6.6,"10,244","8,436","12,052",7.5,6.2,8.8,"6,746","5,375","8,117",6.5,5.2,7.8,"75,378","73,735","77,021",.,.,.,.,.,.
42,019,PA,Butler County,"17,255","14,973","19,537",9.6,8.3,10.9,"4,515","3,737","5,293",11.5,9.5,13.5,"2,941","2,391","3,491",9.9,8.0,11.8,"57,346","54,587","60,105",.,.,.,.,.,.
42,021,PA,Cambria County,"19,518","17,409","21,627",14.6,13.0,16.2,"5,881","5,083","6,679",22.0,19.0,25.0,"3,918","3,323","4,513",19.8,16.8,22.8,"39,724","37,915","41,533",.,.,.,.,.,.
42,023,PA,Cameron County,662,523,801,13.6,10.7,16.5,193,153,233,22.5,17.8,27.2,131,102,160,20.1,15.6,24.6,"39,346","36,116","42,576",.,.,.,.,.,.
42,025,PA,Carbon County,"6,775","5,424","8,126",10.6,8.5,12.7,"2,241","1,740","2,742",17.5,13.6,21.4,"1,550","1,199","1,901",16.2,12.5,19.9,"48,313","45,571","51,055",.,.,.,.,.,.
42,027,PA,Centre County,"26,792","24,458","29,126",19.4,17.7,21.1,"3,611","3,040","4,182",15.1,12.7,17.5,"2,231","1,811","2,651",12.8,10.4,15.2,"50,088","47,467","52,709",.,.,.,.,.,.
42,029,PA,Chester County,"36,838","33,248","40,428",7.4,6.7,8.1,"10,282","8,845","11,719",8.5,7.3,9.7,"6,515","5,386","7,644",7.2,6.0,8.4,"82,456","79,372","85,540",.,.,.,.,.,.
42,031,PA,Clarion County,"7,001","6,209","7,793",18.5,16.4,20.6,"1,430","1,150","1,710",19.2,15.4,23.0,903,699,"1,107",16.8,13.0,20.6,"41,538","38,577","44,499",.,.,.,.,.,.
42,033,PA,Clearfield County,"11,038","9,362","12,714",14.6,12.4,16.8,"3,424","2,809","4,039",22.3,18.3,26.3,"2,261","1,782","2,740",19.6,15.4,23.8,"41,519","39,904","43,134",.,.,.,.,.,.
42,035,PA,Clinton County,"5,780","4,828","6,732",15.7,13.1,18.3,"1,851","1,505","2,197",23.3,18.9,27.7,"1,246",997,"1,495",21.6,17.3,25.9,"41,949","38,985","44,913",.,.,.,.,.,.
42,037,PA,Columbia County,"8,662","7,014","10,310",13.9,11.3,16.5,"2,015","1,579","2,451",17.0,13.3,20.7,"1,343","1,042","1,644",15.3,11.9,18.7,"45,038","42,107","47,969",.,.,.,.,.,.
42,039,PA,Crawford County,"13,313","11,511","15,115",15.9,13.7,18.1,"4,834","4,007","5,661",26.0,21.6,30.4,"3,177","2,572","3,782",23.1,18.7,27.5,"41,756","39,396","44,116",.,.,.,.,.,.
42,041,PA,Cumberland County,"23,351","20,547","26,155",10.3,9.1,11.5,"6,484","5,580","7,388",13.6,11.7,15.5,"4,057","3,393","4,721",11.5,9.6,13.4,"57,982","55,715","60,249",.,.,.,.,.,.
42,043,PA,Dauphin County,"35,019","31,027","39,011",13.2,11.7,14.7,"12,638","10,932","14,344",21.3,18.4,24.2,"8,374","7,097","9,651",19.9,16.9,22.9,"52,096","50,569","53,623",.,.,.,.,.,.
42,045,PA,Delaware County,"63,245","57,175","69,315",11.7,10.6,12.8,"20,296","17,760","22,832",16.1,14.1,18.1,"13,406","11,584","15,228",14.5,12.5,16.5,"60,900","59,114","62,686",.,.,.,.,.,.
42,047,PA,Elk County,"2,842","2,245","3,439",9.1,7.2,11.0,841,661,"1,021",13.6,10.7,16.5,567,440,694,11.9,9.2,14.6,"48,703","45,722","51,684",.,.,.,.,.,.
42,049,PA,Erie County,"42,611","38,493","46,729",15.9,14.4,17.4,"14,081","12,158","16,004",23.0,19.9,26.1,"9,903","8,481","11,325",22.2,19.0,25.4,"45,935","44,185","47,685",.,.,.,.,.,.
42,051,PA,Fayette County,"22,795","19,601","25,989",17.2,14.8,19.6,"7,088","5,856","8,320",26.8,22.1,31.5,"4,810","3,924","5,696",24.5,20.0,29.0,"38,740","36,582","40,898",.,.,.,.,.,.
42,053,PA,Forest County,"1,225",936,"1,514",24.0,18.3,29.7,230,179,281,32.3,25.1,39.5,135,104,166,24.4,18.7,30.1,"34,693","31,457","37,929",.,.,.,.,.,.
42,055,PA,Franklin County,"18,214","16,088","20,340",12.2,10.8,13.6,"6,720","5,806","7,634",19.4,16.8,22.0,"4,339","3,670","5,008",17.5,14.8,20.2,"51,890","49,897","53,883",.,.,.,.,.,.
42,057,PA,Fulton County,"1,750","1,412","2,088",12.0,9.7,14.3,585,468,702,18.6,14.9,22.3,388,306,470,16.7,13.2,20.2,"46,848","43,814","49,882",.,.,.,.,.,.
42,059,PA,Greene County,"5,543","4,450","6,636",15.8,12.7,18.9,"1,655","1,314","1,996",23.1,18.3,27.9,"1,071",834,"1,308",20.2,15.7,24.7,"42,819","39,287","46,351",.,.,.,.,.,.
42,061,PA,Huntingdon County,"5,850","4,823","6,877",14.2,11.7,16.7,"1,715","1,382","2,048",19.7,15.9,23.5,"1,135",903,"1,367",17.7,14.1,21.3,"43,456","40,738","46,174",.,.,.,.,.,.
42,063,PA,Indiana County,"14,377","12,491","16,263",17.3,15.0,19.6,"3,661","3,007","4,315",22.8,18.7,26.9,"2,387","1,913","2,861",20.6,16.5,24.7,"42,614","39,777","45,451",.,.,.,.,.,.
42,065,PA,Jefferson County,"6,603","5,596","7,610",15.0,12.7,17.3,"2,194","1,806","2,582",23.7,19.5,27.9,"1,486","1,206","1,766",22.0,17.8,26.2,"40,876","38,884","42,868",.,.,.,.,.,.
42,067,PA,Juniata County,"2,941","2,391","3,491",12.0,9.8,14.2,960,745,"1,175",17.2,13.3,21.1,668,514,822,16.2,12.5,19.9,"42,261","39,787","44,735",.,.,.,.,.,.
42,069,PA,Lackawanna County,"30,156","27,115","33,197",14.6,13.1,16.1,"9,206","8,040","10,372",21.6,18.9,24.3,"5,983","5,118","6,848",19.3,16.5,22.1,"43,002","41,263","44,741",.,.,.,.,.,.
42,071,PA,Lancaster County,"59,731","53,972","65,490",11.6,10.5,12.7,"21,813","19,000","24,626",17.2,15.0,19.4,"13,912","11,849","15,975",15.2,12.9,17.5,"54,748","52,842","56,654",.,.,.,.,.,.
42,073,PA,Lawrence County,"12,808","11,075","14,541",14.6,12.6,16.6,"4,079","3,419","4,739",22.2,18.6,25.8,"2,721","2,233","3,209",19.9,16.3,23.5,"43,346","41,845","44,847",.,.,.,.,.,.
42,075,PA,Lebanon County,"16,029","13,821","18,237",12.2,10.5,13.9,"5,823","4,954","6,692",19.2,16.3,22.1,"4,096","3,490","4,702",18.7,15.9,21.5,"51,490","49,850","53,130",.,.,.,.,.,.
42,077,PA,Lehigh County,"41,584","37,144","46,024",12.0,10.7,13.3,"15,350","13,233","17,467",19.1,16.5,21.7,"10,014","8,398","11,630",17.0,14.3,19.7,"53,457","51,404","55,510",.,.,.,.,.,.
42,079,PA,Luzerne County,"49,864","45,444","54,284",16.1,14.7,17.5,"16,709","15,010","18,408",26.7,24.0,29.4,"11,248","10,023","12,473",24.3,21.7,26.9,"42,244","40,535","43,953",.,.,.,.,.,.
42,081,PA,Lycoming County,"15,239","12,798","17,680",13.7,11.5,15.9,"4,717","3,864","5,570",20.0,16.4,23.6,"2,844","2,222","3,466",16.6,13.0,20.2,"45,306","43,437","47,175",.,.,.,.,.,.
42,083,PA,Mc Kean County,"6,656","5,610","7,702",16.7,14.1,19.3,"2,091","1,692","2,490",24.1,19.5,28.7,"1,387","1,097","1,677",21.8,17.2,26.4,"40,621","38,302","42,940",.,.,.,.,.,.
42,085,PA,Mercer County,"15,327","12,938","17,716",14.1,11.9,16.3,"5,280","4,264","6,296",22.6,18.3,26.9,"3,528","2,805","4,251",20.1,16.0,24.2,"41,889","39,351","44,427",.,.,.,.,.,.
42,087,PA,Mifflin County,"7,501","6,106","8,896",16.3,13.3,19.3,"2,825","2,266","3,384",27.0,21.7,32.3,"1,888","1,491","2,285",24.7,19.5,29.9,"38,220","35,369","41,071",.,.,.,.,.,.
42,089,PA,Monroe County,"22,139","18,687","25,591",13.4,11.3,15.5,"6,588","5,356","7,820",17.7,14.4,21.0,"4,507","3,634","5,380",15.6,12.6,18.6,"55,492","52,498","58,486",.,.,.,.,.,.
42,091,PA,Montgomery County,"51,743","46,176","57,310",6.6,5.9,7.3,"13,876","11,691","16,061",7.8,6.6,9.0,"9,486","8,008","10,964",7.2,6.1,8.3,"76,924","75,136","78,712",.,.,.,.,.,.
42,093,PA,Montour County,"1,747","1,356","2,138",9.9,7.7,12.1,605,467,743,16.4,12.7,20.1,422,326,518,16.0,12.4,19.6,"52,625","48,953","56,297",.,.,.,.,.,.
42,095,PA,Northampton County,"31,391","27,475","35,307",10.9,9.5,12.3,"9,715","8,374","11,056",15.6,13.4,17.8,"6,474","5,467","7,481",13.8,11.7,15.9,"55,483","53,384","57,582",.,.,.,.,.,.
42,097,PA,Northumberland County,"13,309","11,197","15,421",14.7,12.4,17.0,"4,139","3,393","4,885",22.3,18.3,26.3,"2,694","2,142","3,246",20.0,15.9,24.1,"40,814","38,789","42,839",.,.,.,.,.,.
42,099,PA,Perry County,"4,893","4,139","5,647",10.9,9.2,12.6,"1,628","1,335","1,921",16.2,13.3,19.1,"1,028",818,"1,238",14.2,11.3,17.1,"55,287","52,537","58,037",.,.,.,.,.,.
42,101,PA,Philadelphia County,"399,562","384,434","414,690",26.7,25.7,27.7,"127,036","120,052","134,020",37.0,35.0,39.0,"87,824","82,498","93,150",37.2,34.9,39.5,"35,518","34,547","36,489",.,.,.,.,.,.
42,103,PA,Pike County,"6,528","5,449","7,607",11.6,9.7,13.5,"1,880","1,511","2,249",15.8,12.7,18.9,"1,295","1,031","1,559",13.7,10.9,16.5,"55,159","51,212","59,106",.,.,.,.,.,.
42,105,PA,Potter County,"2,595","2,130","3,060",15.0,12.3,17.7,881,707,"1,055",24.1,19.3,28.9,582,457,707,21.5,16.9,26.1,"42,097","39,720","44,474",.,.,.,.,.,.
42,107,PA,Schuylkill County,"20,913","18,407","23,419",14.9,13.1,16.7,"5,949","5,041","6,857",21.1,17.9,24.3,"3,886","3,215","4,557",18.5,15.3,21.7,"44,430","42,628","46,232",.,.,.,.,.,.
42,109,PA,Snyder County,"4,853","3,909","5,797",13.0,10.5,15.5,"1,688","1,347","2,029",19.8,15.8,23.8,"1,176",934,"1,418",18.6,14.8,22.4,"45,746","43,595","47,897",.,.,.,.,.,.
42,111,PA,Somerset County,"8,972","7,546","10,398",12.4,10.4,14.4,"2,707","2,194","3,220",19.1,15.5,22.7,"1,869","1,496","2,242",17.6,14.1,21.1,"44,184","41,704","46,664",.,.,.,.,.,.
42,113,PA,Sullivan County,863,679,"1,047",13.7,10.8,16.6,219,170,268,21.1,16.4,25.8,139,107,171,19.9,15.3,24.5,"39,396","36,065","42,727",.,.,.,.,.,.
42,115,PA,Susquehanna County,"5,475","4,565","6,385",12.9,10.7,15.1,"1,748","1,431","2,065",20.6,16.9,24.3,"1,195",970,"1,420",18.8,15.3,22.3,"44,632","42,109","47,155",.,.,.,.,.,.
42,117,PA,Tioga County,"5,818","4,995","6,641",14.3,12.3,16.3,"1,697","1,390","2,004",20.3,16.6,24.0,"1,097",865,"1,329",18.1,14.3,21.9,"43,719","41,168","46,270",.,.,.,.,.,.
42,119,PA,Union County,"5,450","4,502","6,398",15.2,12.6,17.8,"1,299","1,047","1,551",16.3,13.1,19.5,922,743,"1,101",15.4,12.4,18.4,"49,327","45,162","53,492",.,.,.,.,.,.
42,121,PA,Venango County,"9,341","8,039","10,643",17.5,15.1,19.9,"3,034","2,546","3,522",27.5,23.1,31.9,"1,957","1,614","2,300",24.0,19.8,28.2,"38,351","36,248","40,454",.,.,.,.,.,.
42,123,PA,Warren County,"5,220","4,266","6,174",13.0,10.6,15.4,"1,744","1,387","2,101",22.0,17.5,26.5,"1,151",892,"1,410",19.3,15.0,23.6,"44,466","42,538","46,394",.,.,.,.,.,.
42,125,PA,Washington County,"21,914","19,082","24,746",10.8,9.4,12.2,"6,575","5,579","7,571",15.9,13.5,18.3,"4,234","3,515","4,953",13.7,11.4,16.0,"53,545","51,167","55,923",.,.,.,.,.,.
42,127,PA,Wayne County,"7,379","6,093","8,665",15.4,12.7,18.1,"2,079","1,695","2,463",22.2,18.1,26.3,"1,397","1,120","1,674",19.3,15.5,23.1,"44,265","41,350","47,180",.,.,.,.,.,.
42,129,PA,Westmoreland County,"38,648","34,604","42,692",10.9,9.8,12.0,"11,673","10,183","13,163",16.9,14.7,19.1,"7,937","6,855","9,019",15.3,13.2,17.4,"49,642","47,978","51,306",.,.,.,.,.,.
42,131,PA,Wyoming County,"3,231","2,648","3,814",11.8,9.7,13.9,"1,047",838,"1,256",18.4,14.7,22.1,699,550,848,16.5,13.0,20.0,"47,497","44,199","50,795",.,.,.,.,.,.
42,133,PA,York County,"45,462","40,528","50,396",10.6,9.4,11.8,"15,559","13,360","17,758",15.8,13.6,18.0,"10,484","8,915","12,053",14.5,12.3,16.7,"55,646","54,194","57,098",.,.,.,.,.,.
44,000,RI,Rhode Island,"143,625","138,073","149,177",14.2,13.7,14.7,"44,355","41,942","46,768",20.8,19.7,21.9,"29,653","27,475","31,831",18.8,17.4,20.2,"54,002","52,598","55,406","13,739","12,683","14,795",25.3,23.4,27.2
44,001,RI,Bristol County,"3,845","3,045","4,645",8.3,6.6,10.0,882,672,"1,092",9.1,6.9,11.3,587,439,735,7.6,5.7,9.5,"64,572","59,145","69,999",.,.,.,.,.,.
44,003,RI,Kent County,"15,711","13,516","17,906",9.6,8.3,10.9,"3,717","2,943","4,491",11.6,9.2,14.0,"2,584","2,020","3,148",10.7,8.4,13.0,"59,682","55,929","63,435",.,.,.,.,.,.
44,005,RI,Newport County,"8,442","7,066","9,818",10.7,9.0,12.4,"2,187","1,731","2,643",14.3,11.3,17.3,"1,418","1,102","1,734",12.3,9.6,15.0,"63,434","59,216","67,652",.,.,.,.,.,.
44,007,RI,Providence County,"104,821","98,869","110,773",17.4,16.4,18.4,"34,886","32,349","37,423",26.2,24.3,28.1,"23,308","21,393","25,223",24.2,22.2,26.2,"47,601","45,929","49,273",.,.,.,.,.,.
44,009,RI,Washington County,"10,805","8,980","12,630",9.0,7.5,10.5,"2,683","2,126","3,240",11.4,9.0,13.8,"1,756","1,359","2,153",9.6,7.4,11.8,"69,150","65,320","72,980",.,.,.,.,.,.
45,000,SC,South Carolina,"837,327","821,424","853,230",18.3,18.0,18.6,"285,674","276,979","294,369",26.8,26.0,27.6,"192,338","184,903","199,773",24.9,23.9,25.9,"43,290","42,653","43,927","89,756","85,422","94,090",30.7,29.2,32.2
45,001,SC,Abbeville County,"4,911","4,017","5,805",20.2,16.5,23.9,"1,597","1,285","1,909",28.9,23.2,34.6,"1,064",837,"1,291",26.1,20.5,31.7,"35,456","32,612","38,300",.,.,.,.,.,.
45,003,SC,Aiken County,"27,465","23,622","31,308",17.1,14.7,19.5,"9,805","8,299","11,311",27.4,23.2,31.6,"6,882","5,781","7,983",25.9,21.8,30.0,"45,699","43,363","48,035",.,.,.,.,.,.
45,005,SC,Allendale County,"3,562","2,800","4,324",41.1,32.3,49.9,"1,067",836,"1,298",50.6,39.6,61.6,717,552,882,46.0,35.4,56.6,"25,633","23,331","27,935",.,.,.,.,.,.
45,007,SC,Anderson County,"33,021","29,269","36,773",17.7,15.7,19.7,"10,603","8,874","12,332",24.0,20.1,27.9,"7,239","5,959","8,519",22.3,18.3,26.3,"39,905","37,898","41,912",.,.,.,.,.,.
45,009,SC,Bamberg County,"4,325","3,437","5,213",29.2,23.2,35.2,"1,334","1,048","1,620",40.3,31.7,48.9,921,720,"1,122",37.7,29.5,45.9,"30,170","27,924","32,416",.,.,.,.,.,.
45,011,SC,Barnwell County,"6,304","5,385","7,223",28.8,24.6,33.0,"2,179","1,776","2,582",40.0,32.6,47.4,"1,482","1,186","1,778",36.9,29.5,44.3,"32,042","29,293","34,791",.,.,.,.,.,.
45,013,SC,Beaufort County,"21,292","18,000","24,584",13.1,11.1,15.1,"7,505","6,094","8,916",22.1,17.9,26.3,"5,170","4,087","6,253",21.9,17.3,26.5,"54,139","51,438","56,840",.,.,.,.,.,.
45,015,SC,Berkeley County,"25,549","21,828","29,270",13.8,11.8,15.8,"9,629","7,884","11,374",20.9,17.1,24.7,"6,571","5,278","7,864",20.1,16.1,24.1,"49,872","47,022","52,722",.,.,.,.,.,.
45,017,SC,Calhoun County,"2,977","2,406","3,548",20.1,16.2,24.0,975,777,"1,173",30.8,24.6,37.0,656,516,796,28.4,22.3,34.5,"42,006","39,129","44,883",.,.,.,.,.,.
45,019,SC,Charleston County,"63,775","58,112","69,438",18.0,16.4,19.6,"20,887","18,441","23,333",28.1,24.8,31.4,"14,022","12,269","15,775",27.4,24.0,30.8,"48,200","46,296","50,104",.,.,.,.,.,.
45,021,SC,Cherokee County,"12,331","10,559","14,103",22.4,19.2,25.6,"4,404","3,656","5,152",33.0,27.4,38.6,"2,995","2,461","3,529",30.9,25.4,36.4,"37,135","33,895","40,375",.,.,.,.,.,.
45,023,SC,Chester County,"8,019","6,911","9,127",24.8,21.4,28.2,"2,740","2,295","3,185",36.5,30.6,42.4,"1,785","1,448","2,122",32.8,26.6,39.0,"33,718","31,189","36,247",.,.,.,.,.,.
45,025,SC,Chesterfield County,"11,355","9,683","13,027",25.0,21.3,28.7,"3,797","3,145","4,449",35.6,29.5,41.7,"2,686","2,214","3,158",33.9,27.9,39.9,"31,936","29,191","34,681",.,.,.,.,.,.
45,027,SC,Clarendon County,"9,826","8,609","11,043",30.0,26.3,33.7,"3,231","2,797","3,665",44.8,38.8,50.8,"2,152","1,805","2,499",40.3,33.8,46.8,"30,519","28,230","32,808",.,.,.,.,.,.
45,029,SC,Colleton County,"8,283","6,769","9,797",22.0,18.0,26.0,"3,175","2,484","3,866",35.7,27.9,43.5,"2,184","1,686","2,682",33.7,26.0,41.4,"33,208","30,451","35,965",.,.,.,.,.,.
45,031,SC,Darlington County,"16,894","14,596","19,192",25.3,21.9,28.7,"5,531","4,596","6,466",34.7,28.8,40.6,"3,765","3,056","4,474",31.7,25.7,37.7,"34,103","31,443","36,763",.,.,.,.,.,.
45,033,SC,Dillon County,"8,695","7,349","10,041",28.0,23.7,32.3,"3,326","2,667","3,985",41.0,32.9,49.1,"2,282","1,802","2,762",38.9,30.7,47.1,"29,205","26,460","31,950",.,.,.,.,.,.
45,035,SC,Dorchester County,"15,930","13,312","18,548",11.4,9.5,13.3,"6,221","4,925","7,517",16.9,13.4,20.4,"4,246","3,319","5,173",15.6,12.2,19.0,"53,924","51,373","56,475",.,.,.,.,.,.
45,037,SC,Edgefield County,"4,932","4,036","5,828",21.1,17.3,24.9,"1,441","1,165","1,717",27.6,22.3,32.9,"1,006",810,"1,202",24.2,19.5,28.9,"42,065","38,234","45,896",.,.,.,.,.,.
45,039,SC,Fairfield County,"5,537","4,561","6,513",24.1,19.9,28.3,"1,753","1,406","2,100",34.9,28.0,41.8,"1,167",920,"1,414",30.9,24.3,37.5,"34,007","30,754","37,260",.,.,.,.,.,.
45,041,SC,Florence County,"26,967","23,248","30,686",20.0,17.2,22.8,"9,697","8,130","11,264",29.1,24.4,33.8,"6,425","5,192","7,658",26.6,21.5,31.7,"40,577","38,225","42,929",.,.,.,.,.,.
45,043,SC,Georgetown County,"11,814","9,972","13,656",19.8,16.7,22.9,"4,306","3,560","5,052",35.0,28.9,41.1,"3,015","2,470","3,560",32.6,26.7,38.5,"40,962","37,486","44,438",.,.,.,.,.,.
45,045,SC,Greenville County,"74,268","68,390","80,146",16.3,15.0,17.6,"25,708","23,049","28,367",23.2,20.8,25.6,"16,720","14,663","18,777",21.2,18.6,23.8,"47,044","45,112","48,976",.,.,.,.,.,.
45,047,SC,Greenwood County,"14,055","11,859","16,251",20.9,17.6,24.2,"4,915","4,046","5,784",30.4,25.0,35.8,"3,249","2,654","3,844",28.2,23.0,33.4,"37,187","34,618","39,756",.,.,.,.,.,.
45,049,SC,Hampton County,"5,105","4,202","6,008",26.6,21.9,31.3,"1,813","1,466","2,160",38.4,31.1,45.7,"1,227",974,"1,480",35.2,27.9,42.5,"32,934","29,945","35,923",.,.,.,.,.,.
45,051,SC,Horry County,"54,748","50,007","59,489",19.6,17.9,21.3,"17,989","15,869","20,109",32.5,28.7,36.3,"11,939","10,235","13,643",30.0,25.7,34.3,"40,249","38,542","41,956",.,.,.,.,.,.
45,053,SC,Jasper County,"6,137","4,972","7,302",25.2,20.4,30.0,"2,425","1,966","2,884",39.4,32.0,46.8,"1,680","1,339","2,021",38.6,30.8,46.4,"35,692","33,113","38,271",.,.,.,.,.,.
45,055,SC,Kershaw County,"9,961","8,197","11,725",16.1,13.2,19.0,"3,681","2,933","4,429",25.0,19.9,30.1,"2,582","2,049","3,115",23.9,19.0,28.8,"46,019","42,259","49,779",.,.,.,.,.,.
45,057,SC,Lancaster County,"15,295","13,414","17,176",19.9,17.5,22.3,"5,162","4,417","5,907",29.2,25.0,33.4,"3,269","2,680","3,858",25.6,21.0,30.2,"43,479","40,484","46,474",.,.,.,.,.,.
45,059,SC,Laurens County,"13,986","11,951","16,021",21.9,18.7,25.1,"5,195","4,424","5,966",35.0,29.8,40.2,"3,359","2,792","3,926",31.4,26.1,36.7,"36,483","33,452","39,514",.,.,.,.,.,.
45,061,SC,Lee County,"4,989","4,000","5,978",29.8,23.9,35.7,"1,600","1,273","1,927",40.1,31.9,48.3,"1,120",886,"1,354",37.1,29.3,44.9,"30,053","27,296","32,810",.,.,.,.,.,.
45,063,SC,Lexington County,"39,034","34,662","43,406",14.6,13.0,16.2,"13,732","11,773","15,691",21.4,18.3,24.5,"9,134","7,781","10,487",19.6,16.7,22.5,"52,249","50,416","54,082",.,.,.,.,.,.
45,065,SC,McCormick County,"1,906","1,518","2,294",22.1,17.6,26.6,463,361,565,36.3,28.3,44.3,324,250,398,34.8,26.8,42.8,"39,413","36,370","42,456",.,.,.,.,.,.
45,067,SC,Marion County,"8,390","6,993","9,787",26.0,21.7,30.3,"3,404","2,824","3,984",44.3,36.7,51.9,"2,205","1,715","2,695",39.7,30.9,48.5,"29,140","26,850","31,430",.,.,.,.,.,.
45,069,SC,Marlboro County,"7,062","5,739","8,385",28.4,23.1,33.7,"2,097","1,639","2,555",35.7,27.9,43.5,"1,454","1,124","1,784",33.7,26.0,41.4,"28,927","26,247","31,607",.,.,.,.,.,.
45,071,SC,Newberry County,"6,361","5,189","7,533",17.5,14.3,20.7,"2,270","1,810","2,730",27.0,21.5,32.5,"1,576","1,239","1,913",26.1,20.5,31.7,"38,808","35,425","42,191",.,.,.,.,.,.
45,073,SC,Oconee County,"12,955","11,144","14,766",17.5,15.0,20.0,"3,817","3,068","4,566",25.3,20.3,30.3,"2,626","2,097","3,155",23.8,19.0,28.6,"42,062","38,359","45,765",.,.,.,.,.,.
45,075,SC,Orangeburg County,"22,196","19,398","24,994",25.2,22.0,28.4,"7,864","6,705","9,023",38.0,32.4,43.6,"5,262","4,406","6,118",35.9,30.1,41.7,"33,796","31,736","35,856",.,.,.,.,.,.
45,077,SC,Pickens County,"21,012","18,287","23,737",18.7,16.3,21.1,"4,882","3,871","5,893",20.8,16.5,25.1,"3,319","2,601","4,037",19.1,15.0,23.2,"39,823","37,708","41,938",.,.,.,.,.,.
45,079,SC,Richland County,"61,197","54,753","67,641",16.9,15.1,18.7,"20,070","17,241","22,899",23.0,19.8,26.2,"13,376","11,238","15,514",21.2,17.8,24.6,"47,606","45,655","49,557",.,.,.,.,.,.
45,081,SC,Saluda County,"3,428","2,725","4,131",17.4,13.8,21.0,"1,284","1,010","1,558",28.7,22.6,34.8,889,693,"1,085",28.1,21.9,34.3,"41,552","37,691","45,413",.,.,.,.,.,.
45,083,SC,Spartanburg County,"54,389","49,501","59,277",19.4,17.7,21.1,"18,644","16,506","20,782",27.2,24.1,30.3,"12,197","10,513","13,881",24.5,21.1,27.9,"41,327","39,461","43,193",.,.,.,.,.,.
45,085,SC,Sumter County,"20,990","17,461","24,519",19.9,16.5,23.3,"8,322","6,713","9,931",31.2,25.2,37.2,"5,826","4,693","6,959",30.6,24.6,36.6,"39,014","37,186","40,842",.,.,.,.,.,.
45,087,SC,Union County,"6,102","5,183","7,021",22.0,18.7,25.3,"1,989","1,667","2,311",32.9,27.6,38.2,"1,417","1,178","1,656",31.8,26.4,37.2,"32,717","29,719","35,715",.,.,.,.,.,.
45,089,SC,Williamsburg County,"9,924","8,278","11,570",30.9,25.8,36.0,"3,138","2,494","3,782",41.7,33.1,50.3,"2,261","1,805","2,717",40.6,32.4,48.8,"28,121","25,644","30,598",.,.,.,.,.,.
45,091,SC,York County,"30,075","26,521","33,629",13.0,11.5,14.5,"10,006","8,362","11,650",17.2,14.4,20.0,"6,895","5,663","8,127",16.1,13.2,19.0,"51,427","49,176","53,678",.,.,.,.,.,.
46,000,SD,South Dakota,"109,661","105,709","113,613",13.6,13.1,14.1,"36,950","34,954","38,946",18.5,17.5,19.5,"22,460","20,783","24,137",16.1,14.9,17.3,"48,439","47,546","49,332","13,339","12,265","14,413",23.0,21.1,24.9
46,003,SD,Aurora County,279,219,339,10.5,8.2,12.8,108,82,134,16.1,12.2,20.0,67,49,85,13.9,10.2,17.6,"46,581","43,515","49,647",.,.,.,.,.,.
46,005,SD,Beadle County,"2,234","1,796","2,672",12.9,10.4,15.4,806,622,990,19.4,15.0,23.8,510,378,642,18.3,13.6,23.0,"46,072","42,283","49,861",.,.,.,.,.,.
46,007,SD,Bennett County,"1,164",940,"1,388",34.2,27.6,40.8,507,396,618,44.4,34.7,54.1,317,237,397,39.4,29.5,49.3,"33,784","30,556","37,012",.,.,.,.,.,.
46,009,SD,Bon Homme County,845,663,"1,027",15.2,11.9,18.5,221,167,275,17.8,13.5,22.1,142,104,180,15.4,11.3,19.5,"41,217","37,505","44,929",.,.,.,.,.,.
46,011,SD,Brookings County,"3,857","3,193","4,521",13.2,10.9,15.5,678,516,840,11.3,8.6,14.0,414,303,525,10.1,7.4,12.8,"49,554","45,747","53,361",.,.,.,.,.,.
